title,date_list,critic_sentiment,critic_score,audience_setiment,audience_score,media_url
A Quiet Place: Day One,"Streaming Jul 30, 2024",positive,87%,positive,72%,/m/a_quiet_place_day_one
100 Yards,"Streaming Nov 8, 2024",positive,82%,,,/m/100_yards_2023
Fly Me to the Moon,"Streaming Aug 13, 2024",positive,65%,positive,90%,/m/fly_me_to_the_moon_2024
MadS,"Streaming Oct 18, 2024",positive,93%,positive,75%,/m/mads
Beyond the Wasteland	,"Streaming Nov 5, 2024",,,,,/m/beyond_the_wasteland_2023
Daddio,"Streaming Jul 30, 2024",positive,77%,positive,88%,/m/daddio_2023
Will & Harper,"Streaming Sep 27, 2024",positive,99%,positive,82%,/m/will_and_harper
I Saw the TV Glow,"Streaming Jun 14, 2024",positive,84%,positive,71%,/m/i_saw_the_tv_glow
The Batman,"Streaming Apr 19, 2022",positive,85%,positive,87%,/m/the_batman
"Thank You, Dr. Fauci","Streaming Oct 24, 2024",,,,,/m/thank_you_dr_fauci
Subservience,"Streaming Sep 13, 2024",negative,46%,negative,57%,/m/subservience
Azrael,"Streaming Oct 25, 2024",positive,73%,positive,62%,/m/azrael
Hellboy: The Crooked Man,"Streaming Oct 8, 2024",negative,37%,negative,58%,/m/hellboy_the_crooked_man
His House,"Streaming Oct 30, 2020",positive,100%,positive,73%,/m/his_house
A Man Called Otto,"Streaming Feb 28, 2023",positive,70%,positive,97%,/m/a_man_called_otto
Labor Day,"Streaming Dec 28, 2015",negative,34%,negative,54%,/m/labor_day_2013
Inside Out 2,"Streaming Aug 20, 2024",positive,90%,positive,95%,/m/inside_out_2
Lonely Planet,"Streaming Oct 11, 2024",negative,40%,negative,38%,/m/lonely_planet_2024
Joker,"Streaming Oct 3, 2019",positive,68%,positive,89%,/m/joker_2019
Fifty Shades of Grey,"Streaming Jan 5, 2016",negative,25%,negative,41%,/m/fifty_shades_of_grey
Never Let Go,"Streaming Oct 11, 2024",negative,57%,negative,54%,/m/never_let_go_2024
Oblivion,"Streaming Jan 1, 2015",negative,53%,positive,61%,/m/oblivion_2013
The Crow,"Streaming Sep 13, 2024",negative,22%,positive,63%,/m/the_crow_2024
Free State of Jones,"Streaming Sep 6, 2016",negative,48%,positive,64%,/m/free_state_of_jones
Someone Like You,"Streaming Nov 5, 2024",negative,46%,positive,96%,/m/someone_like_you_2024
X,"Streaming Apr 14, 2022",positive,94%,positive,76%,/m/x_2022
The Bikeriders,"Streaming Jul 9, 2024",positive,80%,positive,75%,/m/the_bikeriders
The Holdovers,"Streaming Nov 28, 2023",positive,97%,positive,92%,/m/the_holdovers
Despicable Me 4,"Streaming Aug 6, 2024",negative,56%,positive,87%,/m/despicable_me_4
Anyone But You,"Streaming Feb 20, 2024",negative,54%,positive,87%,/m/anyone_but_you_2023
Kinds of Kindness,"Streaming Aug 27, 2024",positive,72%,negative,48%,/m/kinds_of_kindness
Tangerine,"Streaming Nov 10, 2016",positive,96%,positive,75%,/m/tangerine_2015
His Three Daughters,"Streaming Sep 20, 2024",positive,98%,positive,85%,/m/his_three_daughters
Drive Back,"Streaming Nov 8, 2024",,,,,/m/drive_back
The Ministry of Ungentlemanly Warfare,"Streaming May 10, 2024",positive,68%,positive,93%,/m/the_ministry_of_ungentlemanly_warfare
Cuckoo,"Streaming Sep 17, 2024",positive,78%,positive,60%,/m/cuckoo_2024
Leave the World Behind,"Streaming Dec 8, 2023",positive,74%,negative,35%,/m/leave_the_world_behind_2023
Killer Heat,"Streaming Sep 26, 2024",negative,19%,negative,31%,/m/killer_heat
Janet Planet,"Streaming Jul 30, 2024",positive,85%,negative,46%,/m/janet_planet
IF,"Streaming Jun 18, 2024",negative,50%,positive,87%,/m/if_2024
Uglies,"Streaming Sep 13, 2024",negative,16%,negative,43%,/m/uglies
Furiosa: A Mad Max Saga,"Streaming Jun 25, 2024",positive,90%,positive,89%,/m/furiosa_a_mad_max_saga
Levels,"Streaming Nov 1, 2024",,,,,/m/levels
Paddington,"Streaming Nov 30, 2016",positive,97%,positive,80%,/m/paddington_2014
Thelma,"Streaming Jul 19, 2024",positive,98%,positive,83%,/m/thelma_2024
Plane,"Streaming Feb 2, 2023",positive,79%,positive,94%,/m/plane
Immaculate,"Streaming Apr 16, 2024",positive,71%,positive,60%,/m/immaculate_2024
XX,"Streaming Feb 17, 2017",positive,69%,negative,20%,/m/xx
Endurance,"Streaming Nov 2, 2024",,,,,/m/endurance
Dune: Part Two,"Streaming Apr 16, 2024",positive,92%,positive,95%,/m/dune_part_two
Salem's Lot,"Streaming Oct 3, 2024",negative,45%,negative,39%,/m/salems_lot_2024
Land of Bad,"Streaming Mar 19, 2024",positive,67%,positive,94%,/m/land_of_bad
The Keeper,"Streaming Nov 8, 2024",,,positive,93%,/m/the_keeper_2024
The Beekeeper,"Streaming Jan 30, 2024",positive,71%,positive,92%,/m/the_beekeeper_2024
Outside,"Streaming Oct 17, 2024",,,negative,59%,/m/outside_2024
Hidden Figures,"Streaming Mar 28, 2017",positive,93%,positive,93%,/m/hidden_figures
Apartment 7A,"Streaming Sep 27, 2024",negative,41%,positive,70%,/m/apartment_7a
In the Land of Saints and Sinners,"Streaming Apr 16, 2024",positive,83%,positive,74%,/m/in_the_land_of_saints_and_sinners
Pig,"Streaming Aug 3, 2021",positive,97%,positive,84%,/m/pig_2021
Horizon: An American Saga - Chapter 1,"Streaming Jul 16, 2024",negative,51%,positive,70%,/m/horizon_an_american_saga_chapter_1
The Watchers,"Streaming Jun 28, 2024",negative,32%,negative,52%,/m/the_watchers_2024
The Instigators,"Streaming Aug 9, 2024",negative,40%,negative,54%,/m/the_instigators
The Union,"Streaming Aug 16, 2024",negative,37%,negative,24%,/m/the_union
Thanksgiving,"Streaming Dec 19, 2023",positive,84%,positive,79%,/m/thanksgiving_2023
Madame Web,"Streaming Mar 15, 2024",negative,11%,negative,56%,/m/madame_web
Poor Things,"Streaming Feb 27, 2024",positive,93%,positive,79%,/m/poor_things
Love Lies Bleeding,"Streaming Apr 26, 2024",positive,94%,positive,82%,/m/love_lies_bleeding_2024
The Day of the Jackal,"Streaming Sep 11, 2015",positive,91%,positive,88%,/m/day_of_the_jackal
Oppenheimer,"Streaming Nov 21, 2023",positive,93%,positive,91%,/m/oppenheimer_2023
On the Line,"Streaming Nov 4, 2022",negative,21%,negative,28%,/m/on_the_line_2022
After,"Streaming Jun 25, 2019",negative,18%,positive,65%,/m/after_2019
Deep Water,"Streaming Mar 18, 2022",negative,35%,negative,24%,/m/deep_water_2022
New Life,"Streaming May 3, 2024",positive,94%,positive,64%,/m/new_life_2023
The Babadook,"Streaming Nov 5, 2015",positive,98%,positive,72%,/m/the_babadook
Talk to Me,"Streaming Sep 12, 2023",positive,94%,positive,82%,/m/talk_to_me_2023
Bad Boys: Ride or Die,"Streaming Jul 23, 2024",positive,65%,positive,97%,/m/bad_boys_ride_or_die
Marvel's the Avengers,"Streaming Jun 22, 2014",positive,91%,positive,91%,/m/marvels_the_avengers
Get Out,"Streaming May 9, 2017",positive,98%,positive,86%,/m/get_out
Girl Haunts Boy,"Streaming Oct 10, 2024",positive,91%,positive,84%,/m/girl_haunts_boy
Kung Fu Panda 4,"Streaming Apr 9, 2024",positive,71%,positive,86%,/m/kung_fu_panda_4
The First Omen,"Streaming May 28, 2024",positive,83%,positive,70%,/m/the_first_omen
He Never Left,"Streaming Nov 5, 2024",,,,,/m/he_never_left
The Beast Within,"Streaming Aug 13, 2024",negative,40%,negative,52%,/m/the_beast_within_2024
The Deliverance,"Streaming Aug 30, 2024",negative,34%,negative,41%,/m/the_deliverance
Avengers: Endgame,"Streaming Jul 30, 2019",positive,94%,positive,90%,/m/avengers_endgame
Killers of the Flower Moon,"Streaming Dec 5, 2023",positive,93%,positive,84%,/m/killers_of_the_flower_moon
Five Nights at Freddy's,"Streaming Oct 27, 2023",negative,32%,positive,86%,/m/five_nights_at_freddys
Eternal Sunshine of the Spotless Mind,"Streaming Feb 12, 2014",positive,92%,positive,94%,/m/eternal_sunshine_of_the_spotless_mind
Whiplash,"Streaming Sep 8, 2016",positive,94%,positive,94%,/m/whiplash_2014
"LaRoy, Texas","Streaming Apr 12, 2024",positive,100%,positive,65%,/m/laroy_texas
Kingdom of the Planet of the Apes,"Streaming Jul 9, 2024",positive,80%,positive,77%,/m/kingdom_of_the_planet_of_the_apes
Just Go With It,"Streaming Sep 4, 2012",negative,19%,negative,59%,/m/just_go_with_it_2010
Vijay 69,"Streaming Nov 8, 2024",,,,,/m/vijay_69
Coraline,"Streaming Feb 12, 2014",positive,91%,positive,74%,/m/coraline
Abigail,"Streaming May 7, 2024",positive,83%,positive,84%,/m/abigail_2024
Don't Worry Darling,"Streaming Oct 25, 2022",negative,38%,positive,74%,/m/dont_worry_darling
V for Vendetta,"Streaming May 1, 2008",positive,73%,positive,90%,/m/v_for_vendetta
Hereditary,"Streaming Aug 21, 2018",positive,90%,positive,71%,/m/hereditary
The Idea of You,"Streaming May 2, 2024",positive,81%,positive,66%,/m/the_idea_of_you
Miller's Girl,"Streaming Feb 16, 2024",negative,29%,negative,43%,/m/millers_girl
A Serbian Film,"Streaming Jan 18, 2021",negative,47%,negative,43%,/m/a_serbian_film
Spider-Man: No Way Home,"Streaming Mar 15, 2022",positive,93%,positive,98%,/m/spider_man_no_way_home
The Session Man,"Streaming Nov 5, 2024",,,,,/m/the_session_man
Dirty Grandpa,"Streaming Apr 26, 2016",negative,10%,negative,44%,/m/dirty_grandpa
Parasite,"Streaming Oct 11, 2019",positive,99%,positive,90%,/m/parasite_2019
The Boy and the Heron,"Streaming Jun 25, 2024",positive,97%,positive,88%,/m/the_boy_and_the_heron
Knock Knock,"Streaming Jun 11, 2016",negative,37%,negative,19%,/m/knock_knock_2015
Sting,"Streaming May 14, 2024",positive,70%,positive,63%,/m/sting
Alita: Battle Angel,"Streaming Jul 9, 2019",positive,61%,positive,91%,/m/alita_battle_angel
The Dead Don't Hurt,"Streaming Jul 16, 2024",positive,85%,positive,67%,/m/the_dead_dont_hurt
The Godfather,"Streaming Aug 1, 2013",positive,97%,positive,98%,/m/the_godfather
Sleep,"Streaming Sep 27, 2024",positive,95%,positive,75%,/m/sleep_2023
The Killer,"Streaming Nov 10, 2023",positive,85%,positive,61%,/m/the_killer_2023
The Master of Disguise,"Streaming Oct 10, 2013",negative,1%,negative,37%,/m/master_of_disguise
Let the Right One In,"Streaming Jan 14, 2017",positive,98%,positive,90%,/m/let_the_right_one_in
The Platform 2,"Streaming Oct 4, 2024",negative,33%,negative,26%,/m/the_platform_2
The Marvels,"Streaming Jan 16, 2024",positive,62%,positive,81%,/m/the_marvels
Escaping Ohio,"Streaming Nov 8, 2024",,,,,/m/escaping_ohio
10 Days of a Curious Man,"Streaming Nov 7, 2024",,,,,/m/10_days_of_a_curious_man
Dìdi,"Streaming Sep 3, 2024",positive,96%,positive,92%,/m/didi_2024
Idiocracy,"Streaming Aug 1, 2015",positive,71%,positive,61%,/m/idiocracy
Family Pack,"Streaming Oct 23, 2024",,,negative,36%,/m/family_pack_2024
The Endless,"Streaming Jun 26, 2018",positive,91%,positive,68%,/m/the_endless
Back to Black,"Streaming Jun 4, 2024",negative,35%,positive,85%,/m/back_to_black
L.A. Confidential,"Streaming Dec 12, 2015",positive,99%,positive,94%,/m/la_confidential
The Gentlemen,"Streaming Mar 24, 2020",positive,75%,positive,84%,/m/the_gentlemen
Bone Tomahawk,"Streaming Mar 11, 2017",positive,91%,positive,74%,/m/bone_tomahawk
Justice,"Streaming Oct 16, 2024",,,,,/m/justice_2024
The Girl Who Got Away,"Streaming Aug 20, 2021",,,positive,93%,/m/the_girl_who_got_away
The Little Things,"Streaming Jan 29, 2021",negative,44%,positive,67%,/m/the_little_things_2021
Feeling Randy,"Streaming Nov 5, 2024",,,,,/m/feeling_randy
Original Sin,"Streaming Sep 16, 2008",negative,12%,positive,61%,/m/original_sin
Sing: Thriller,"Streaming Oct 16, 2024",,,,,/m/sing_thriller
Spaceman,"Streaming Mar 1, 2024",negative,50%,positive,65%,/m/spaceman_2024
Dream Scenario,"Streaming Dec 22, 2023",positive,91%,positive,68%,/m/dream_scenario
Napoleon,"Streaming Jan 9, 2024",negative,58%,negative,59%,/m/napoleon_2023
Ghostlight,"Streaming Jul 30, 2024",positive,99%,positive,92%,/m/ghostlight_2024
The Dark Knight,"Streaming Jun 14, 2010",positive,94%,positive,94%,/m/the_dark_knight
Saltburn,"Streaming Dec 22, 2023",positive,71%,positive,79%,/m/saltburn
The Peanut Butter Falcon,"Streaming Aug 27, 2019",positive,95%,positive,96%,/m/the_peanut_butter_falcon
Daddy's Head,"Streaming Oct 11, 2024",positive,84%,negative,59%,/m/daddys_head
Nope,"Streaming Nov 18, 2022",positive,83%,positive,69%,/m/nope
The Autopsy of Jane Doe,"Streaming May 2, 2017",positive,86%,positive,71%,/m/the_autopsy_of_jane_doe
A Family Affair,"Streaming Jun 28, 2024",negative,36%,negative,30%,/m/a_family_affair_2024_2
Reptile,"Streaming Sep 29, 2023",negative,44%,positive,70%,/m/reptile_2023
Cabrini,"Streaming May 27, 2024",positive,90%,positive,98%,/m/cabrini
Emily the Criminal,"Streaming Oct 28, 2022",positive,94%,positive,79%,/m/emily_the_criminal
V/H/S/Beyond,"Streaming Oct 4, 2024",positive,89%,negative,57%,/m/v_h_s_beyond
Hold Your Breath,"Streaming Oct 3, 2024",negative,40%,negative,48%,/m/hold_your_breath
My Penguin Friend,"Streaming Oct 1, 2024",positive,85%,positive,97%,/m/my_penguin_friend
The Shawshank Redemption,"Streaming Aug 15, 2008",positive,89%,positive,98%,/m/shawshank_redemption
Ghostbusters: Frozen Empire,"Streaming May 7, 2024",negative,42%,positive,82%,/m/ghostbusters_frozen_empire
Aftersun,"Streaming Dec 20, 2022",positive,95%,positive,81%,/m/aftersun
Aftermath,"Streaming Nov 1, 2024",,,,,/m/aftermath_2024
Sisu,"Streaming May 16, 2023",positive,94%,positive,88%,/m/sisu_2022
Things Will Be Different,"Streaming Oct 4, 2024",positive,82%,,,/m/things_will_be_different
Past Lives,"Streaming Aug 22, 2023",positive,95%,positive,93%,/m/past_lives
Stream,"Streaming Oct 15, 2024",positive,93%,positive,93%,/m/stream
Everything Everywhere All at Once,"Streaming Jun 7, 2022",positive,94%,positive,79%,/m/everything_everywhere_all_at_once
Babylon,"Streaming Jan 31, 2023",negative,57%,negative,52%,/m/babylon_2022
The Lincoln Lawyer,"Streaming Dec 19, 2015",positive,83%,positive,82%,/m/lincoln_lawyer
Coco,"Streaming Feb 13, 2018",positive,97%,positive,94%,/m/coco_2017
Arcadian,"Streaming Apr 30, 2024",positive,78%,negative,56%,/m/arcadian
The Hunger Games: The Ballad of Songbirds & Snakes,"Streaming Dec 19, 2023",positive,64%,positive,89%,/m/the_hunger_games_the_ballad_of_songbirds_and_snakes
Slingshot,"Streaming Sep 17, 2024",negative,38%,positive,65%,/m/slingshot_2024
Missing,"Streaming Mar 7, 2023",positive,89%,positive,90%,/m/missing_2023
All of Us Strangers,"Streaming Feb 22, 2024",positive,96%,positive,91%,/m/all_of_us_strangers
Tim Burton's The Nightmare Before Christmas,"Streaming Jan 1, 2014",positive,95%,positive,92%,/m/the_nightmare_before_christmas
Grave of the Fireflies,"Streaming Mar 11, 2017",positive,100%,positive,95%,/m/grave_of_the_fireflies
Infested,"Streaming Apr 26, 2024",positive,95%,positive,63%,/m/infested_2023
Sound of Freedom,"Streaming Oct 13, 2023",negative,57%,positive,99%,/m/sound_of_freedom
Wonka,"Streaming Jan 30, 2024",positive,82%,positive,91%,/m/wonka
The Silent Hour,"Streaming Oct 11, 2024",positive,63%,,,/m/the_silent_hour
Spider-Man: Across the Spider-Verse,"Streaming Aug 8, 2023",positive,95%,positive,94%,/m/spider_man_across_the_spider_verse
The Lost City,"Streaming May 10, 2022",positive,79%,positive,83%,/m/the_lost_city
A Quiet Place,"Streaming Jun 26, 2018",positive,96%,positive,83%,/m/a_quiet_place_2018
Red Notice,"Streaming Nov 12, 2021",negative,37%,positive,92%,/m/red_notice
Doctor Sleep,"Streaming Nov 7, 2019",positive,78%,positive,89%,/m/doctor_sleep
Mothers' Instinct,"Streaming Aug 13, 2024",negative,53%,negative,43%,/m/mothers_instinct_2024
You Won't Be Alone,"Streaming May 16, 2022",positive,93%,positive,72%,/m/you_wont_be_alone
Argylle,"Streaming Mar 5, 2024",negative,33%,positive,71%,/m/argylle
The Power of the Dog,"Streaming Dec 1, 2021",positive,94%,positive,76%,/m/the_power_of_the_dog
It,"Streaming Dec 19, 2017",positive,85%,positive,84%,/m/it_2017
John Wick,"Streaming Jun 7, 2016",positive,86%,positive,81%,/m/john_wick
Music by John Williams,"Streaming Nov 1, 2024",positive,100%,positive,98%,/m/music_by_john_williams
American Psycho,"Streaming Jan 13, 2015",positive,68%,positive,85%,/m/american_psycho
Tumbbad,"Streaming Jan 16, 2019",positive,87%,,,/m/tumbbad
Scream VI,"Streaming Apr 25, 2023",positive,77%,positive,91%,/m/scream_vi
Ad Astra,"Streaming Sep 20, 2019",positive,83%,negative,40%,/m/ad_astra
Bullet Train,"Streaming Dec 3, 2022",negative,53%,positive,76%,/m/bullet_train_2022
65,"Streaming Apr 7, 2023",negative,36%,positive,64%,/m/65
1992,"Streaming Sep 17, 2024",positive,64%,positive,88%,/m/1992_2024
Unhinged,"Streaming Aug 21, 2020",negative,49%,positive,77%,/m/unhinged_2020
Perfect Days,"Streaming Mar 5, 2024",positive,96%,positive,90%,/m/perfect_days_2023
Anatomy of a Fall,"Streaming Dec 22, 2023",positive,96%,positive,90%,/m/anatomy_of_a_fall
Dungeons & Dragons: Honor Among Thieves,"Streaming May 2, 2023",positive,91%,positive,93%,/m/dungeons_and_dragons_honor_among_thieves
When Evil Lurks,"Streaming Oct 27, 2023",positive,96%,positive,79%,/m/when_evil_lurks
Hundreds of Beavers,"Streaming Apr 15, 2024",positive,97%,positive,86%,/m/hundreds_of_beavers
Guardians of the Galaxy Vol. 3,"Streaming Jul 7, 2023",positive,82%,positive,94%,/m/guardians_of_the_galaxy_vol_3
The Super Mario Bros. Movie,"Streaming May 16, 2023",negative,59%,positive,95%,/m/the_super_mario_bros_movie
The Gray Man,"Streaming Jul 22, 2022",negative,45%,positive,90%,/m/the_gray_man_2022
